gene_id,pfam_accessions
gene-LOC142984115,PF00041.28;PF00047.32;PF07679.23;PF07686.24;PF13895.13;PF13927.13
gene-LOC142984116,PF00173.34
gene-LOC142984121,PF00085.27
gene-LOC142984123,PF00047.32;PF00069.32;PF07679.23;PF07714.24;PF13895.13;PF13927.13
gene-LOC142984126,PF00047.32;PF07679.23;PF08205.19;PF13895.13;PF13927.13;PF22971.3
gene-LOC142984129,PF00379.30
gene-LOC142984130,PF00069.32
gene-LOC142984133,PF01661.28
gene-LOC142984134,PF00884.29;PF02995.23
gene-LOC142984135,PF09814.15
gene-LOC142984139,PF00047.32;PF07679.23;PF07686.24;PF08205.19;PF13895.13;PF13927.13;PF22854.3;PF22971.3;PF25305.2
gene-LOC142984141,PF00929.32
gene-LOC142984149,PF15795.11
gene-LOC142984152,PF06220.19
gene-LOC142984155,PF00096.33;PF12171.15;PF12874.14;PF13465.13;PF13894.13;PF13912.13
gene-LOC142984158,PF00378.26;PF16113.11
gene-LOC142984159,PF00106.32;PF13561.13
gene-LOC142984160,PF00106.32;PF08659.17;PF13561.13
gene-LOC142984161,PF00096.33;PF13465.13;PF13894.13
gene-LOC142984163,PF00732.26;PF05199.20
gene-LOC142984164,PF03657.20;PF17833.8
gene-LOC142984165,PF01757.29;PF20146.5
gene-LOC142984167,PF01937.25
gene-LOC142984169,PF00047.32;PF07654.22;PF07679.23;PF07686.24;PF08204.18;PF08205.19;PF13895.13;PF13927.13;PF22705.3;PF22971.3;PF25305.2
gene-LOC142984171,PF05970.21;PF13604.13;PF14214.12;PF21530.4;PF23343.3
gene-LOC142984172,PF01490.25
gene-LOC142984179,PF00083.31;PF07690.22
gene-LOC142984180,PF00335.27
gene-LOC142984182,PF10239.15
gene-LOC142984183,PF00046.36;PF05920.18;PF16878.11
gene-LOC142984185,PF00173.34
gene-LOC142984186,PF00096.33;PF07776.22;PF13465.13;PF13894.13;PF22995.3
gene-LOC142984187,PF00096.33;PF12171.15;PF13465.13;PF13894.13
gene-LOC142984188,PF00106.32;PF08659.17;PF13561.13;PF23441.1
gene-LOC142984190,PF00379.30
gene-LOC142984199,PF00096.33;PF12171.15;PF13465.13;PF13894.13;PF23612.1
gene-LOC142984201,PF06585.18
gene-LOC142984203,PF00096.33;PF07776.22;PF12171.15;PF13465.13;PF13894.13
gene-LOC142984204,PF13358.13;PF27940.1
gene-LOC142984208,PF00379.30
gene-LOC142984211,PF00047.32;PF07679.23;PF08205.19;PF13895.13;PF13927.13
gene-LOC142984215,PF06585.18
gene-LOC142984216,PF05741.19
gene-LOC142984219,PF05577.19
gene-LOC142984222,PF01299.24
gene-LOC142984224,PF00069.32;PF00433.30;PF01636.30;PF03109.23;PF06293.21;PF07714.24;PF14531.13;PF17667.8
gene-LOC142984225,PF02892.22;PF05699.20;PF27039.1;PF27041.1
gene-LOC142984231,PF00089.33
gene-LOC142984233,PF10545.16
gene-LOC142984234,PF09736.15
gene-LOC142984235,PF00047.32;PF07654.22;PF07679.23;PF07686.24;PF08204.18;PF08205.19;PF13895.13;PF13927.13;PF22705.3;PF22971.3
gene-LOC142984236,PF06585.18
gene-LOC142984238,PF10235.15
gene-LOC142984239,PF00078.33
gene-LOC142984241,PF00612.34
gene-LOC142984242,PF00561.27;PF12146.16;PF12697.14
gene-LOC142984246,PF01490.25
gene-LOC142984251,PF00379.30
gene-LOC142984257,PF00270.36;PF00271.38;PF07717.23;PF21010.3
gene-LOC142984261,PF00076.29;PF01480.23
gene-LOC142984262,PF13873.13
gene-LOC142984264,PF00732.26;PF00890.31;PF05199.20
gene-LOC142984265,PF00732.26;PF05199.20
gene-LOC142984269,PF00047.32;PF07679.23;PF07686.24;PF08205.19;PF13895.13;PF13927.13;PF16706.12;PF22705.3
gene-LOC142984271,PF15964.11
gene-LOC142984273,PF00379.30
gene-LOC142984274,PF00646.39;PF12937.13
gene-LOC142984275,PF01490.25
gene-LOC142984283,PF00096.33;PF12171.15;PF13465.13;PF13894.13;PF13912.13;PF16622.12
gene-LOC142984290,PF00096.33;PF12171.15;PF13465.13;PF13894.13;PF18868.8
gene-LOC142984291,PF00130.29;PF00168.37
gene-LOC142984299,PF00169.36;PF00498.32;PF16697.11
gene-LOC142984300,PF03318.19
gene-LOC142984303,PF05731.18;PF25045.2
gene-LOC142984306,PF00561.27;PF12146.16;PF12697.14
gene-LOC142984311,PF00097.32;PF13445.13;PF13639.13;PF13923.13;PF14634.13
gene-LOC142984312,PF04003.18;PF23381.2;PF24796.2;PF24807.2;PF24814.2;PF24817.2;PF25173.2;PF25175.2
gene-LOC142984314,PF02944.26;PF10545.16
gene-LOC142984316,PF00046.36;PF05920.18;PF16878.11
gene-LOC142984317,PF07081.19;PF17851.9
gene-LOC142984320,PF13270.12
gene-LOC142984323,PF07810.19
gene-LOC142984327,PF00780.29;PF02145.22
gene-LOC142984328,PF00025.28;PF00071.29;PF00503.27;PF01926.30;PF08477.20;PF09439.17
gene-LOC142984331,PF00096.33;PF13894.13
gene-LOC142984332,PF00096.33;PF13465.13;PF13894.13
gene-LOC142984335,PF00379.30
gene-LOC142984354,PF13927.13
gene-LOC142984356,PF00096.33;PF07776.22;PF12171.15;PF13465.13;PF13894.13;PF13912.13
gene-LOC142984362,PF01723.22
gene-LOC142984363,PF01723.22
gene-LOC142984364,PF01723.22
gene-LOC142984365,PF01723.22
gene-LOC142984366,PF01723.22
gene-LOC142984367,PF01723.22
gene-LOC142984368,PF01723.22
gene-LOC142984369,PF01723.22
gene-LOC142984370,PF01723.22
gene-LOC142984372,PF01723.22
gene-LOC142984373,PF01723.22
gene-LOC142984374,PF01723.22
gene-LOC142984375,PF01723.22
gene-LOC142984376,PF01723.22
gene-LOC142984377,PF01723.22
gene-LOC142984378,PF01723.22
gene-LOC142984379,PF03564.22;PF18701.7
gene-LOC142984380,PF01723.22
gene-LOC142984381,PF01723.22
gene-LOC142984382,PF01723.22
gene-LOC142984384,PF01723.22
gene-LOC142984385,PF01723.22
gene-LOC142984386,PF01723.22
gene-LOC142984387,PF00059.28
gene-LOC142984388,PF01723.22
gene-LOC142984389,PF01723.22
gene-LOC142984390,PF01723.22
gene-LOC142984391,PF01723.22
gene-LOC142984392,PF01723.22
gene-LOC142984393,PF01723.22
gene-LOC142984394,PF01723.22
gene-LOC142984395,PF01723.22
gene-LOC142984396,PF01723.22
gene-LOC142984397,PF01723.22
gene-LOC142984398,PF01723.22
gene-LOC142984399,PF01723.22
gene-LOC142984400,PF01723.22
gene-LOC142984402,PF01723.22
gene-LOC142984404,PF00024.33
gene-LOC142984407,PF01607.30
gene-LOC142984409,PF00096.33;PF13465.13;PF13894.13
gene-LOC142984410,PF00014.29
gene-LOC142984411,PF01607.30;PF04886.17
gene-LOC142984415,PF00248.28
gene-LOC142984417,PF00789.27;PF23187.2
gene-LOC142984422,PF12496.14;PF13716.12
gene-LOC142984429,PF01395.28
gene-LOC142984431,PF03031.25
gene-LOC142984432,PF00857.27
gene-LOC142984436,PF01762.28
gene-LOC142984437,PF01585.29;PF16012.11
gene-LOC142984438,PF01424.29;PF01585.29;PF11952.14
gene-LOC142984442,PF11029.14
gene-LOC142984444,PF00670.28;PF02826.26;PF05221.24
gene-LOC142984445,PF00014.29
gene-LOC142984449,PF00078.33;PF03564.22;PF05380.19;PF17921.8;PF18701.7
gene-LOC142984450,PF04750.20
gene-LOC142984451,PF04750.20
gene-LOC142984452,PF00059.28
gene-LOC142984453,PF00059.28
gene-LOC142984456,PF01723.22
gene-LOC142984458,PF00067.28
gene-LOC142984461,PF00096.33;PF07776.22;PF13465.13;PF13894.13
gene-LOC142984466,PF00067.28
gene-LOC142984468,PF00086.24
gene-LOC142984471,PF05811.19
gene-LOC142984472,PF12799.14;PF13855.13;PF14580.13
gene-LOC142984473,PF00089.33
gene-LOC142984474,PF00675.26;PF05193.27;PF08367.17;PF22516.2
gene-LOC142984477,PF00383.30
gene-LOC142984480,PF01585.29
gene-LOC142984482,PF04750.20
gene-LOC142984483,PF01723.22
gene-LOC142984485,PF00059.28
gene-LOC142984486,PF10568.16;PF17171.10;PF17172.11
gene-LOC142984488,PF00201.25;PF06722.19
gene-LOC142984489,PF00125.31;PF00808.30;PF16211.11
gene-LOC142984490,PF00855.24;PF11467.14
gene-LOC142984491,PF00089.33
gene-LOC142984493,PF00083.31;PF07690.22;PF13599.14;PF23894.3
gene-LOC142984494,PF01723.22
gene-LOC142984495,PF01504.25
gene-LOC142984504,PF06094.18
gene-LOC142984508,PF08433.17;PF13671.13
gene-LOC142984509,PF00646.39;PF12799.14;PF12937.13;PF13516.13;PF24758.2;PF25372.2
gene-LOC142984511,PF13873.13
gene-LOC142984513,PF01607.30
gene-LOC142984514,PF00046.36
gene-LOC142984516,PF00014.29
gene-LOC142984519,PF00046.36
gene-LOC142984521,PF15359.12
gene-LOC142984524,PF01230.30;PF11969.14
gene-LOC142984526,PF23223.2
gene-LOC142984527,PF00538.26
gene-LOC142984528,PF00059.28
gene-LOC142984531,PF01607.30
gene-LOC142984532,PF01607.30
gene-LOC142984533,PF03564.22;PF05380.19;PF18701.7
gene-LOC142984536,PF00089.33
gene-LOC142984537,PF00248.28
gene-LOC142984538,PF01607.30
gene-LOC142984540,PF01607.30
gene-LOC142984543,PF01723.22
gene-LOC142984544,PF00096.33;PF05605.19;PF07776.22;PF12874.14;PF13465.13;PF13894.13
gene-LOC142984545,PF00096.33;PF07776.22;PF12874.14;PF13465.13;PF13894.13
gene-LOC142984546,PF01401.25
gene-LOC142984547,PF00059.28
gene-LOC142984548,PF00059.28
gene-LOC142984549,PF01723.22
gene-LOC142984550,PF01607.30
gene-LOC142984551,PF01723.22
gene-LOC142984552,PF01723.22
gene-LOC142984553,PF04750.20
gene-LOC142984554,PF01723.22
gene-LOC142984555,PF00046.36
gene-LOC142984556,PF04750.20
gene-LOC142984557,PF01723.22
gene-LOC142984559,PF01607.30
gene-LOC142984561,PF00059.28
gene-LOC142984565,PF01723.22
gene-LOC142984567,PF06747.19
gene-LOC142984572,PF00248.28
gene-LOC142984573,PF01607.30
gene-LOC142984574,PF00439.31;PF00628.36;PF01429.26;PF02791.23;PF15613.12
gene-LOC142984576,PF00160.27;PF06432.17
gene-LOC142984578,PF00125.31
gene-LOC142984580,PF01723.22
gene-LOC142984582,PF13870.12
gene-LOC142984590,PF00640.30;PF14719.13
gene-LOC142984591,PF15868.11
gene-LOC142984593,PF01607.30
gene-LOC142984595,PF00014.29
gene-LOC142984597,PF00014.29
gene-LOC142984598,PF00248.28
gene-LOC142984599,PF07942.19
gene-LOC142984600,PF01723.22
gene-LOC142984603,PF00337.30
gene-LOC142984604,PF09769.15
gene-LOC142984605,PF01723.22
gene-LOC142984610,PF01773.26;PF07662.19;PF07670.20
gene-LOC142984613,PF00501.35;PF13193.13
gene-LOC142984614,PF00098.29
gene-LOC142984615,PF01723.22
gene-LOC142984617,PF01723.22
gene-LOC142984618,PF01723.22
gene-LOC142984619,PF01723.22
gene-LOC142984620,PF02935.22
gene-LOC142984621,PF02935.22
gene-LOC142984622,PF01723.22
gene-LOC142984623,PF01401.25
gene-LOC142984628,PF00089.33
gene-LOC142984629,PF00348.23
gene-LOC142984630,PF00076.29
gene-LOC142984631,PF01723.22
gene-LOC142984632,PF01723.22
gene-LOC142984635,PF03645.19
gene-LOC142984636,PF00096.33;PF07776.22;PF12171.15;PF13465.13;PF13894.13;PF13912.13;PF21816.4;PF23561.2
gene-LOC142984637,PF26080.1
gene-LOC142984640,PF01723.22
gene-LOC142984641,PF00025.28;PF00071.29;PF08477.20
gene-LOC142984644,PF16060.11
gene-LOC142984645,PF00535.33;PF00652.29;PF02709.21;PF10111.15
gene-LOC142984646,PF00067.28
gene-LOC142984648,PF01723.22
gene-LOC142984650,PF09072.16
gene-LOC142984651,PF02095.22
gene-LOC142984654,PF01723.22
gene-LOC142984655,PF10242.15;PF13903.12
gene-LOC142984656,PF01723.22
gene-LOC142984657,PF01723.22
gene-LOC142984658,PF01723.22
gene-LOC142984667,PF01723.22
gene-LOC142984670,PF00069.32;PF01064.31;PF07714.24
gene-LOC142984671,PF00887.25
gene-LOC142984672,PF26649.1;PF27982.1
gene-LOC142984677,PF01607.30
gene-LOC142984678,PF01723.22
gene-LOC142984679,PF00059.28
gene-LOC142984680,PF05995.19
gene-LOC142984684,PF09742.15;PF12722.13
gene-LOC142984687,PF00046.36;PF10525.15
gene-LOC142984724,PF13638.13
gene-LOC142984725,PF01602.27;PF08752.17;PF12717.14;PF13646.13;PF16381.11
gene-LOC142984727,PF00498.32;PF16697.11
gene-LOC142984729,PF13965.13
gene-LOC142984730,PF23055.2
gene-LOC142984731,PF00098.29
gene-LOC142984733,PF03564.22;PF05380.19;PF18701.7
gene-LOC142984734,PF01074.29;PF07748.20;PF09261.17;PF17677.8;PF21260.4
gene-LOC142984737,PF00106.32;PF08659.17;PF13561.13
gene-LOC142984738,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984739,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984741,PF10579.15;PF13424.13
gene-LOC142984742,PF25298.2
gene-LOC142984743,PF00096.33;PF07776.22;PF12171.15;PF12874.14;PF13465.13;PF13894.13;PF23561.2
gene-LOC142984745,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984746,PF00069.32;PF07714.24;PF14531.13;PF23312.2;PF25296.2
gene-LOC142984752,PF00505.26;PF24815.2
gene-LOC142984753,PF05224.18;PF13884.12;PF13887.12
gene-LOC142984759,PF00023.37;PF12796.14;PF13191.13;PF13606.13;PF13637.13;PF13857.13;PF23745.2;PF24521.3;PF24883.3;PF25520.2;PF25521.2
gene-LOC142984763,PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
gene-LOC142984764,PF00096.33;PF12171.15;PF12874.14;PF13465.13;PF13894.13;PF13912.13
gene-LOC142984766,PF00083.31;PF07690.22
gene-LOC142984767,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13;PF24521.3
gene-LOC142984768,PF00106.32;PF01370.28;PF08659.17;PF13561.13
gene-LOC142984769,PF12366.14;PF15927.11
gene-LOC142984770,PF01370.28;PF03015.25;PF07993.19
gene-LOC142984771,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984772,PF00005.34;PF00664.29;PF01926.30;PF02463.26;PF13175.13;PF13304.13;PF13401.13;PF13555.13
gene-LOC142984773,PF00939.26;PF03600.23;PF16980.12
gene-LOC142984774,PF13091.13
gene-LOC142984775,PF05485.18;PF13613.13
gene-LOC142984777,PF00339.35;PF02752.28
gene-LOC142984778,PF00560.40;PF12799.14;PF13855.13;PF23598.2
gene-LOC142984779,PF00069.32;PF07714.24
gene-LOC142984783,PF02141.27;PF03455.25;PF03456.26
gene-LOC142984785,PF00514.30;PF01749.27;PF13513.13;PF13646.13;PF16186.12;PF23271.2;PF24768.2
gene-LOC142984787,PF23069.2;PF23070.2;PF23071.2
gene-LOC142984789,PF15430.12
gene-LOC142984790,PF05485.18
gene-LOC142984792,PF00328.28
gene-LOC142984794,PF01230.30;PF11969.14
gene-LOC142984795,PF13927.13
gene-LOC142984799,PF15868.11
gene-LOC142984803,PF01423.29
gene-LOC142984805,PF00046.36;PF05920.18;PF16493.11
gene-LOC142984806,PF01103.30
gene-LOC142984807,PF04430.20
gene-LOC142984810,PF01607.30
gene-LOC142984811,PF01416.26
gene-LOC142984813,PF05485.18
gene-LOC142984815,PF00096.33;PF13465.13;PF13894.13
gene-LOC142984819,PF00107.33;PF08240.18;PF16912.12
gene-LOC142984820,PF00560.40;PF12799.14;PF13516.13;PF27087.1
gene-LOC142984821,PF00335.27
gene-LOC142984822,PF15990.11
gene-LOC142984823,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984826,PF10192.16;PF21892.2
gene-LOC142984827,PF27983.1
gene-LOC142984828,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13
gene-LOC142984830,PF10629.16
gene-LOC142984833,PF00096.33;PF13465.13;PF13894.13;PF13909.13;PF23611.2;PF23612.1;PF24540.2
gene-LOC142984834,PF00089.33
gene-LOC142984835,PF01130.28
gene-LOC142984836,PF00560.40;PF12799.14;PF13516.13;PF13855.13;PF23598.2;PF23952.2
gene-LOC142984840,PF13358.13;PF27940.1
gene-LOC142984841,PF00561.27;PF04083.23;PF12146.16
gene-LOC142984842,PF01130.28
gene-LOC142984843,PF01370.28;PF03015.25;PF07993.19
gene-LOC142984846,PF00634.24;PF09103.17;PF09104.17;PF09169.16
gene-LOC142984848,PF00083.31;PF07690.22
gene-LOC142984850,PF01073.26;PF03015.25;PF07993.19
gene-LOC142984851,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984852,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984853,PF00005.34;PF00664.29;PF02463.26;PF03193.23;PF09818.16;PF13191.13;PF13304.13;PF13401.13;PF13521.13;PF13555.13
gene-LOC142984856,PF01073.26;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984858,PF02892.22;PF05699.20;PF27039.1;PF27041.1
gene-LOC142984860,PF04547.18;PF16178.11
gene-LOC142984862,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984863,PF01370.28;PF03015.25;PF07993.19
gene-LOC142984864,PF01370.28;PF02719.22;PF03015.25;PF04321.24;PF07993.19;PF16363.12
gene-LOC142984865,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984866,PF02719.22;PF03015.25;PF07993.19
gene-LOC142984868,PF00076.29;PF08777.18
gene-LOC142984870,PF00702.33;PF12710.14;PF13419.13
gene-LOC142984871,PF04843.20
gene-LOC142984874,PF01130.28
gene-LOC142984875,PF00096.33;PF12171.15;PF12874.14;PF13465.13;PF13894.13;PF13912.13
gene-LOC142984876,PF02040.21;PF03600.23;PF16980.12
gene-LOC142984888,PF15797.11
gene-LOC142984891,PF00135.35;PF07859.20;PF20434.6
gene-LOC142984893,PF07200.19
gene-LOC142984896,PF00328.28
gene-LOC142984897,PF00651.38
gene-LOC142984900,PF00560.40;PF12799.14;PF13516.13;PF13855.13;PF23598.2;PF23952.2
gene-LOC142984902,PF00096.33;PF05605.19;PF12171.15;PF12874.14;PF13465.13;PF13894.13;PF13912.13;PF13913.13
gene-LOC142984908,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984909,PF00046.36
gene-LOC142984910,PF03015.25;PF07993.19
gene-LOC142984911,PF01370.28;PF03015.25;PF07993.19
gene-LOC142984912,PF00560.40;PF01582.26;PF12799.14;PF13306.13;PF13516.13;PF13676.12;PF13855.13;PF25013.1
gene-LOC142984913,PF00005.34;PF00664.29;PF01926.30;PF02463.26;PF13175.13;PF13304.13;PF13401.13;PF13555.13
gene-LOC142984916,PF00096.33;PF13465.13;PF13909.13;PF23611.2
gene-LOC142984919,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984921,PF00089.33;PF18322.7;PF18399.7
gene-LOC142984924,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19;PF16363.12
gene-LOC142984925,PF00047.32;PF07679.23;PF07686.24;PF13895.13;PF13927.13;PF22854.3
gene-LOC142984927,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984928,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984929,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19;PF16363.12
gene-LOC142984930,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19;PF16363.12
gene-LOC142984931,PF01073.26;PF01370.28;PF02719.22;PF03015.25;PF07993.19
gene-LOC142984932,PF00096.33;PF07776.22;PF13465.13;PF13894.13
gene-LOC142984933,PF00443.36;PF13423.13
gene-LOC142984935,PF00412.29
gene-LOC142984940,PF01633.27;PF01636.30
gene-LOC142984941,PF00620.33
gene-LOC142984942,PF01073.26;PF01370.28;PF03015.25;PF07993.19
gene-LOC142984944,PF00939.26;PF03600.23;PF16980.12
gene-LOC142984947,PF01370.28;PF03015.25;PF07993.19
gene-LOC142984948,PF01370.28;PF03015.25;PF07993.19
gene-LOC142984956,PF00096.33;PF13465.13;PF13894.13;PF13912.13
gene-LOC142984957,PF00096.33;PF12171.15;PF13465.13;PF13894.13;PF13912.13
gene-LOC142984958,PF00096.33;PF05605.19;PF07776.22;PF12756.14;PF12874.14;PF13465.13;PF13894.13;PF13912.13;PF21816.4
gene-LOC142984959,PF00096.33;PF13894.13;PF13912.13
gene-LOC142984966,PF00096.33;PF12874.14;PF13465.13;PF13894.13
gene-LOC142984967,PF00096.33;PF05605.19;PF12756.14;PF13465.13;PF13894.13
gene-LOC142984968,PF00096.33;PF13465.13;PF13894.13
gene-LOC142984972,PF03372.30;PF14529.13
gene-LOC142984973,PF00078.33
gene-LOC142984974,PF00858.30
gene-LOC142984975,PF03258.21;PF25298.2
gene-LOC142984976,PF00858.30
gene-LOC142984978,PF00125.31
gene-LOC142984979,PF00125.31;PF16211.11
gene-LOC142984980,PF00125.31;PF26281.1
gene-LOC142984981,PF00125.31
gene-LOC142984982,PF15511.13
gene-LOC142984983,PF00125.31;PF16211.11
gene-LOC142984984,PF00125.31;PF26281.1
gene-LOC142984985,PF00125.31
gene-LOC142984986,PF15511.13
gene-LOC142984987,PF00125.31;PF16211.11
gene-LOC142984988,PF00125.31;PF26281.1
gene-LOC142984989,PF00125.31
gene-LOC142984990,PF02985.29;PF24768.2;PF25598.2
gene-LOC142984991,PF15511.13
gene-LOC142984992,PF00125.31;PF16211.11
gene-LOC142984993,PF00125.31;PF26281.1
gene-LOC142984994,PF00125.31
gene-LOC142984995,PF15511.13
gene-LOC142984998,PF05485.18
gene-LOC142984999,PF00096.33;PF05605.19;PF07776.22;PF12756.14;PF13465.13;PF13894.13;PF13912.13
gene-LOC142985001,PF00096.33;PF05605.19;PF12756.14;PF13894.13;PF13912.13
gene-LOC142985002,PF02373.29;PF02375.24;PF11594.14
gene-LOC142985003,PF00487.31
gene-LOC142985005,PF00057.24;PF00089.33
gene-LOC142985006,PF00198.29;PF00364.29
gene-LOC142985007,PF00892.27;PF08449.18
gene-LOC142985010,PF00089.33
gene-LOC142985013,PF01595.26;PF25562.3
gene-LOC142985014,PF00153.33
gene-LOC142985018,PF00538.26
gene-LOC142985019,PF00538.26
gene-LOC142985020,PF00538.26
gene-LOC142985021,PF00538.26
gene-LOC142985022,PF00538.26
gene-LOC142985023,PF00538.26
gene-LOC142985024,PF00538.26
gene-LOC142985025,PF00125.31
gene-LOC142985026,PF00125.31
gene-LOC142985027,PF00125.31
gene-LOC142985028,PF00125.31
gene-LOC142985029,PF00125.31
gene-LOC142985030,PF00125.31
gene-LOC142985031,PF00125.31;PF16211.11
gene-LOC142985032,PF00125.31;PF16211.11
gene-LOC142985033,PF00125.31;PF16211.11
gene-LOC142985034,PF00125.31;PF26281.1
gene-LOC142985035,PF00125.31;PF26281.1
gene-LOC142985036,PF00125.31;PF26281.1
gene-LOC142985037,PF00125.31;PF16211.11
gene-LOC142985038,PF00125.31;PF16211.11
gene-LOC142985039,PF00125.31;PF16211.11
gene-LOC142985040,PF00125.31;PF26281.1
gene-LOC142985041,PF00125.31;PF26281.1
gene-LOC142985042,PF00125.31;PF26281.1
gene-LOC142985043,PF15511.13
gene-LOC142985044,PF15511.13
gene-LOC142985045,PF15511.13
gene-LOC142985046,PF15511.13
gene-LOC142985047,PF15511.13
gene-LOC142985048,PF15511.13
gene-LOC142985049,PF15511.13
gene-LOC142985050,PF15511.13
gene-LOC142985054,PF00538.26
gene-LOC142985055,PF00125.31
gene-LOC142985056,PF00125.31;PF16211.11
gene-LOC142985057,PF00125.31;PF26281.1
gene-LOC142985058,PF15511.13
gene-LOC142985061,PF00326.28;PF00561.27;PF00930.28;PF02129.25;PF12697.14;PF19520.6;PF20434.6
gene-LOC142985063,PF01697.34
gene-LOC142985064,PF00538.26
gene-LOC142985065,PF00125.31
gene-LOC142985066,PF00125.31;PF16211.11
gene-LOC142985067,PF00125.31;PF26281.1
gene-LOC142985068,PF15511.13
gene-LOC142985069,PF00096.33;PF07776.22;PF13465.13;PF13894.13
gene-LOC142985071,PF21056.4
gene-LOC142985072,PF00651.38
gene-LOC142985073,PF00001.27
gene-LOC142985075,PF03357.27;PF25880.2
gene-LOC142985076,PF00096.33;PF07776.22;PF12756.14;PF12874.14;PF13465.13;PF13894.13;PF13912.13;PF21816.4
gene-LOC142985077,PF01683.24
gene-LOC142985078,PF00096.33;PF05605.19;PF12874.14;PF13465.13;PF13894.13;PF13912.13
gene-LOC142985080,PF15692.11
gene-LOC142985081,PF00076.29;PF16367.12;PF23085.2
gene-LOC142985086,PF01595.26;PF25562.3
gene-LOC142985087,PF00097.32;PF12678.14;PF13445.13;PF13639.13;PF13923.13;PF17123.12
gene-LOC142985088,PF03564.22;PF05380.19;PF18701.7
gene-LOC142985089,PF00125.31;PF16211.11
gene-LOC142985091,PF09243.17
gene-LOC142985092,PF00096.33;PF12171.15;PF13465.13;PF13894.13
gene-LOC142985093,PF00096.33;PF05605.19;PF07776.22;PF13465.13;PF13894.13;PF23611.2
gene-LOC142985094,PF01105.30
gene-LOC142985096,PF01852.26
gene-LOC142985100,PF00151.26
gene-LOC142985103,PF01928.27
gene-LOC142985104,PF01161.26
gene-LOC142985106,PF00089.33
gene-LOC142985107,PF00538.26
gene-LOC142985108,PF00096.33;PF12171.15;PF12874.14;PF13465.13;PF13894.13;PF13912.13
gene-LOC142985109,PF08768.18
gene-LOC142985110,PF05485.18;PF24540.2
gene-LOC142985111,PF03227.23
gene-LOC142985114,PF00397.33;PF01846.26;PF23517.2
gene-LOC142985118,PF00096.33;PF07776.22;PF13465.13;PF13894.13
gene-LOC142985124,PF11938.14
gene-LOC142985125,PF00036.39;PF13202.13;PF13405.13;PF13499.13;PF13833.13
gene-LOC142985126,PF00538.26
gene-LOC142985127,PF07528.21;PF20965.3
gene-LOC142985128,PF00089.33
gene-LOC142985129,PF00561.27;PF12146.16;PF12697.14
gene-LOC142985130,PF08914.18
gene-LOC142985131,PF00561.27;PF12697.14
gene-LOC142985132,PF00089.33
gene-LOC142985133,PF00083.31;PF07690.22
gene-LOC142985134,PF00160.27
gene-LOC142985136,PF14738.12
gene-LOC142985137,PF05485.18
