gene_id,kegg_ko
gene-LOC142983677,ko:K21270
gene-LOC142983680,ko:K21919
gene-LOC142983694,ko:K01229
gene-LOC142983694,ko:K05350
gene-LOC142983695,ko:K09353
gene-LOC142983697,ko:K07427
gene-LOC142983697,ko:K15001
gene-LOC142983697,ko:K15007
gene-LOC142983706,ko:K00416
gene-LOC142983708,ko:K01229
gene-LOC142983708,ko:K05350
gene-LOC142983711,ko:K00611
gene-LOC142983712,ko:K09995
gene-LOC142983722,ko:K06721
gene-LOC142983723,ko:K09349
gene-LOC142983728,ko:K11140
gene-LOC142983734,ko:K14561
gene-LOC142983735,ko:K03450
gene-LOC142983735,ko:K13780
gene-LOC142983735,ko:K13867
gene-LOC142983735,ko:K13872
gene-LOC142983737,ko:K14561
gene-LOC142983740,ko:K15113
gene-LOC142983760,ko:K12734
gene-LOC142983760,ko:K22190
gene-LOC142983761,ko:K10712
gene-LOC142983763,ko:K08145
gene-LOC142983778,ko:K19721
gene-LOC142983781,ko:K04851
gene-LOC142983782,ko:K21032
gene-LOC142983785,ko:K01020
gene-LOC142983785,ko:K04746
gene-LOC142983789,ko:K01432
gene-LOC142983791,ko:K08145
gene-LOC142983793,ko:K05700
gene-LOC142983795,ko:K10870
gene-LOC142983798,ko:K08114
gene-LOC142983798,ko:K16667
gene-LOC142983803,ko:K20813
gene-LOC142983807,ko:K08131
gene-LOC142983807,ko:K19721
gene-LOC142983817,ko:K00844
gene-LOC142983817,ko:K12407
gene-LOC142983818,ko:K17987
gene-LOC142983818,ko:K21997
gene-LOC142983819,ko:K04455
gene-LOC142983819,ko:K09542
gene-LOC142983819,ko:K09543
gene-LOC142983819,ko:K09545
gene-LOC142983820,ko:K04455
gene-LOC142983820,ko:K09542
gene-LOC142983820,ko:K09543
gene-LOC142983820,ko:K09545
gene-LOC142983824,ko:K02308
gene-LOC142983825,ko:K15122
gene-LOC142983831,ko:K15169
gene-LOC142983835,ko:K17307
gene-LOC142983840,ko:K08145
gene-LOC142983843,ko:K00079
gene-LOC142983848,ko:K08145
gene-LOC142983849,ko:K08145
gene-LOC142983850,ko:K04455
gene-LOC142983850,ko:K09542
gene-LOC142983850,ko:K09543
gene-LOC142983850,ko:K09545
gene-LOC142983852,ko:K11445
gene-LOC142983852,ko:K19414
gene-LOC142983852,ko:K19415
gene-LOC142983857,ko:K05397
gene-LOC142983859,ko:K09233
gene-LOC142983861,ko:K08145
gene-LOC142983864,ko:K08145
gene-LOC142983865,ko:K03283
gene-LOC142983868,ko:K15203
gene-LOC142983868,ko:K15210
gene-LOC142983869,ko:K05397
gene-LOC142983873,ko:K09640
gene-LOC142983874,ko:K08145
gene-LOC142983877,ko:K08145
gene-LOC142983878,ko:K08145
gene-LOC142983879,ko:K05397
gene-LOC142983882,ko:K09232
gene-LOC142983884,ko:K16288
gene-LOC142983885,ko:K04455
gene-LOC142983885,ko:K09542
gene-LOC142983885,ko:K09543
gene-LOC142983885,ko:K09545
gene-LOC142983886,ko:K10061
gene-LOC142983888,ko:K08471
gene-LOC142983892,ko:K08471
gene-LOC142983895,ko:K09452
gene-LOC142983896,ko:K01246
gene-LOC142983898,ko:K01312
gene-LOC142983898,ko:K09640
gene-LOC142983902,ko:K06271
gene-LOC142983905,ko:K05700
gene-LOC142983909,ko:K04914
gene-LOC142983909,ko:K04919
gene-LOC142983909,ko:K04923
gene-LOC142983910,ko:K10380
gene-LOC142983915,ko:K09427
gene-LOC142983916,ko:K04455
gene-LOC142983916,ko:K09542
gene-LOC142983916,ko:K09543
gene-LOC142983916,ko:K09545
gene-LOC142983918,ko:K01312
gene-LOC142983918,ko:K01324
gene-LOC142983918,ko:K08670
gene-LOC142983924,ko:K14559
gene-LOC142983925,ko:K00286
gene-LOC142983927,ko:K06184
gene-LOC142983930,ko:K14806
gene-LOC142983931,ko:K04455
gene-LOC142983931,ko:K09542
gene-LOC142983931,ko:K09543
gene-LOC142983931,ko:K09545
gene-LOC142983932,ko:K00079
gene-LOC142983933,ko:K10062
gene-LOC142983934,ko:K10061
gene-LOC142983935,ko:K08145
gene-LOC142983936,ko:K05643
gene-LOC142983936,ko:K10380
gene-LOC142983936,ko:K15503
gene-LOC142983937,ko:K01291
gene-LOC142983939,ko:K10411
gene-LOC142983941,ko:K01312
gene-LOC142983941,ko:K09640
gene-LOC142983941,ko:K17495
gene-LOC142983943,ko:K06721
gene-LOC142983944,ko:K07375
gene-LOC142983945,ko:K08145
gene-LOC142983946,ko:K06721
gene-LOC142983947,ko:K01311
gene-LOC142983947,ko:K01345
gene-LOC142983947,ko:K01346
gene-LOC142983947,ko:K20751
gene-LOC142983948,ko:K08778
gene-LOC142983948,ko:K13047
gene-LOC142983948,ko:K18542
gene-LOC142983948,ko:K18543
gene-LOC142983949,ko:K09360
gene-LOC142983950,ko:K08145
gene-LOC142983953,ko:K09541
gene-LOC142983953,ko:K09542
gene-LOC142983960,ko:K00079
gene-LOC142983961,ko:K09542
gene-LOC142983967,ko:K17277
gene-LOC142983968,ko:K13358
gene-LOC142983968,ko:K13365
gene-LOC142983974,ko:K10061
gene-LOC142983977,ko:K11518
gene-LOC142983979,ko:K06560
gene-LOC142983980,ko:K09828
gene-LOC142983982,ko:K08145
gene-LOC142983984,ko:K08145
gene-LOC142983985,ko:K01312
gene-LOC142983985,ko:K09640
gene-LOC142983988,ko:K08145
gene-LOC142983994,ko:K08471
gene-LOC142983995,ko:K08471
gene-LOC142983997,ko:K01052
gene-LOC142984003,ko:K09542
gene-LOC142984004,ko:K09542
gene-LOC142984005,ko:K04804
gene-LOC142984005,ko:K04806
gene-LOC142984005,ko:K04808
gene-LOC142984005,ko:K04813
gene-LOC142984005,ko:K04815
gene-LOC142984005,ko:K05312
gene-LOC142984006,ko:K01365
gene-LOC142984006,ko:K01371
gene-LOC142984011,ko:K08145
gene-LOC142984014,ko:K18809
gene-LOC142984019,ko:K14819
gene-LOC142984019,ko:K18042
gene-LOC142984023,ko:K01312
gene-LOC142984026,ko:K12792
gene-LOC142984026,ko:K14429
gene-LOC142984027,ko:K08145
gene-LOC142984028,ko:K08145
gene-LOC142984030,ko:K17307
gene-LOC142984031,ko:K06639
gene-LOC142984034,ko:K04851
gene-LOC142984049,ko:K18203
gene-LOC142984062,ko:K20730
gene-LOC142984071,ko:K14209
gene-LOC142984073,ko:K14209
gene-LOC142984076,ko:K00108
gene-LOC142984076,ko:K00115
gene-LOC142984076,ko:K10724
gene-LOC142984076,ko:K21270
gene-LOC142984077,ko:K00108
gene-LOC142984077,ko:K00115
gene-LOC142984077,ko:K10724
gene-LOC142984077,ko:K21270
gene-LOC142984078,ko:K17498
gene-LOC142984086,ko:K15717
gene-LOC142984090,ko:K12888
gene-LOC142984090,ko:K15047
gene-LOC142984090,ko:K15698
gene-LOC142984091,ko:K20057
gene-LOC142984096,ko:K17770
gene-LOC142984098,ko:K18466
gene-LOC142984099,ko:K05284
gene-LOC142984108,ko:K11647
gene-LOC142984116,ko:K00326
gene-LOC142984120,ko:K17542
gene-LOC142984123,ko:K05127
gene-LOC142984130,ko:K08816
gene-LOC142984133,ko:K15212
gene-LOC142984135,ko:K20803
gene-LOC142984141,ko:K10790
gene-LOC142984141,ko:K10791
gene-LOC142984152,ko:K13152
gene-LOC142984155,ko:K13106
gene-LOC142984158,ko:K12663
gene-LOC142984159,ko:K07124
gene-LOC142984164,ko:K07565
gene-LOC142984171,ko:K15255
gene-LOC142984172,ko:K14209
gene-LOC142984180,ko:K06497
gene-LOC142984182,ko:K15434
gene-LOC142984183,ko:K15615
gene-LOC142984183,ko:K19474
gene-LOC142984191,ko:K20727
gene-LOC142984199,ko:K09228
gene-LOC142984216,ko:K18741
gene-LOC142984216,ko:K18760
gene-LOC142984224,ko:K04445
gene-LOC142984224,ko:K16510
gene-LOC142984234,ko:K13106
gene-LOC142984242,ko:K13704
gene-LOC142984242,ko:K13705
gene-LOC142984246,ko:K14209
gene-LOC142984257,ko:K13117
gene-LOC142984261,ko:K12822
gene-LOC142984264,ko:K00115
gene-LOC142984264,ko:K21270
gene-LOC142984265,ko:K21270
gene-LOC142984270,ko:K20727
gene-LOC142984271,ko:K16488
gene-LOC142984275,ko:K14209
gene-LOC142984296,ko:K14209
gene-LOC142984303,ko:K11089
gene-LOC142984311,ko:K13456
gene-LOC142984312,ko:K14546
gene-LOC142984316,ko:K15614
gene-LOC142984316,ko:K19472
gene-LOC142984323,ko:K21988
gene-LOC142984328,ko:K07962
gene-LOC142984335,ko:K03006
gene-LOC142984352,ko:K00889
gene-LOC142984415,ko:K00002
gene-LOC142984415,ko:K00011
gene-LOC142984415,ko:K00555
gene-LOC142984422,ko:K18449
gene-LOC142984422,ko:K18450
gene-LOC142984431,ko:K17616
gene-LOC142984436,ko:K07819
gene-LOC142984444,ko:K01251
gene-LOC142984445,ko:K03909
gene-LOC142984452,ko:K06721
gene-LOC142984453,ko:K06560
gene-LOC142984458,ko:K14999
gene-LOC142984458,ko:K15003
gene-LOC142984466,ko:K14999
gene-LOC142984466,ko:K15003
gene-LOC142984474,ko:K06972
gene-LOC142984474,ko:K20175
gene-LOC142984477,ko:K15442
gene-LOC142984486,ko:K17776
gene-LOC142984488,ko:K00699
gene-LOC142984489,ko:K11251
gene-LOC142984491,ko:K09625
gene-LOC142984493,ko:K06258
gene-LOC142984495,ko:K00889
gene-LOC142984495,ko:K03029
gene-LOC142984504,ko:K19761
gene-LOC142984508,ko:K02435
gene-LOC142984508,ko:K15456
gene-LOC142984509,ko:K10268
gene-LOC142984514,ko:K08025
gene-LOC142984519,ko:K09321
gene-LOC142984520,ko:K17604
gene-LOC142984524,ko:K02503
gene-LOC142984527,ko:K11275
gene-LOC142984537,ko:K00011
gene-LOC142984546,ko:K01283
gene-LOC142984548,ko:K06721
gene-LOC142984555,ko:K09320
gene-LOC142984561,ko:K06563
gene-LOC142984561,ko:K17513
gene-LOC142984567,ko:K03952
gene-LOC142984572,ko:K00002
gene-LOC142984572,ko:K00011
gene-LOC142984572,ko:K00555
gene-LOC142984576,ko:K12737
gene-LOC142984578,ko:K11253
gene-LOC142984578,ko:K11275
gene-LOC142984598,ko:K00011
gene-LOC142984598,ko:K00555
gene-LOC142984599,ko:K19787
gene-LOC142984610,ko:K11536
gene-LOC142984613,ko:K01904
gene-LOC142984616,ko:K08532
gene-LOC142984616,ko:K08533
gene-LOC142984616,ko:K08701
gene-LOC142984616,ko:K14033
gene-LOC142984620,ko:K02272
gene-LOC142984621,ko:K02272
gene-LOC142984623,ko:K01283
gene-LOC142984624,ko:K01283
gene-LOC142984628,ko:K09640
gene-LOC142984629,ko:K12505
gene-LOC142984630,ko:K14789
gene-LOC142984641,ko:K07890
gene-LOC142984645,ko:K00710
gene-LOC142984646,ko:K14999
gene-LOC142984646,ko:K15003
gene-LOC142984670,ko:K04671
gene-LOC142984670,ko:K04672
gene-LOC142984680,ko:K00456
gene-LOC142984687,ko:K09319
gene-LOC142984719,ko:K12617
gene-LOC142984725,ko:K17267
gene-LOC142984734,ko:K12311
gene-LOC142984737,ko:K11162
gene-LOC142984738,ko:K13356
gene-LOC142984739,ko:K13356
gene-LOC142984743,ko:K09228
gene-LOC142984745,ko:K13356
gene-LOC142984746,ko:K19009
gene-LOC142984752,ko:K11298
gene-LOC142984759,ko:K21440
gene-LOC142984763,ko:K18162
gene-LOC142984766,ko:K08202
gene-LOC142984768,ko:K13370
gene-LOC142984769,ko:K17580
gene-LOC142984770,ko:K13356
gene-LOC142984771,ko:K13356
gene-LOC142984772,ko:K05673
gene-LOC142984774,ko:K16862
gene-LOC142984777,ko:K04439
gene-LOC142984779,ko:K03114
gene-LOC142984779,ko:K06632
gene-LOC142984783,ko:K20161
gene-LOC142984784,ko:K08873
gene-LOC142984784,ko:K12852
gene-LOC142984784,ko:K12853
gene-LOC142984785,ko:K15043
gene-LOC142984794,ko:K02503
gene-LOC142984803,ko:K12621
gene-LOC142984803,ko:K14998
gene-LOC142984806,ko:K07277
gene-LOC142984807,ko:K09008
gene-LOC142984811,ko:K01855
gene-LOC142984815,ko:K09205
gene-LOC142984815,ko:K09206
gene-LOC142984815,ko:K09207
gene-LOC142984815,ko:K09212
gene-LOC142984815,ko:K15605
gene-LOC142984819,ko:K21616
gene-LOC142984821,ko:K06497
gene-LOC142984823,ko:K13356
gene-LOC142984828,ko:K21435
gene-LOC142984833,ko:K09228
gene-LOC142984833,ko:K09229
gene-LOC142984833,ko:K20796
gene-LOC142984841,ko:K01052
gene-LOC142984843,ko:K13356
gene-LOC142984846,ko:K08775
gene-LOC142984848,ko:K08202
gene-LOC142984850,ko:K13356
gene-LOC142984851,ko:K13356
gene-LOC142984852,ko:K13356
gene-LOC142984853,ko:K05658
gene-LOC142984856,ko:K13356
gene-LOC142984860,ko:K19480
gene-LOC142984860,ko:K19496
gene-LOC142984860,ko:K19498
gene-LOC142984860,ko:K19499
gene-LOC142984862,ko:K13356
gene-LOC142984863,ko:K13356
gene-LOC142984864,ko:K13356
gene-LOC142984865,ko:K13356
gene-LOC142984866,ko:K13356
gene-LOC142984870,ko:K17623
gene-LOC142984874,ko:K13885
gene-LOC142984883,ko:K21762
gene-LOC142984883,ko:K21763
gene-LOC142984893,ko:K12185
gene-LOC142984908,ko:K13356
gene-LOC142984910,ko:K13356
gene-LOC142984911,ko:K13356
gene-LOC142984912,ko:K18808
gene-LOC142984913,ko:K05673
gene-LOC142984919,ko:K13356
gene-LOC142984924,ko:K13356
gene-LOC142984927,ko:K13356
gene-LOC142984928,ko:K13356
gene-LOC142984929,ko:K13356
gene-LOC142984930,ko:K13356
gene-LOC142984931,ko:K13356
gene-LOC142984933,ko:K11833
gene-LOC142984940,ko:K14156
gene-LOC142984941,ko:K17933
gene-LOC142984941,ko:K20647
gene-LOC142984942,ko:K13356
gene-LOC142984947,ko:K13356
gene-LOC142984948,ko:K13356
gene-LOC142984957,ko:K09228
gene-LOC142984959,ko:K09228
gene-LOC142984964,ko:K18622
gene-LOC142984967,ko:K09228
gene-LOC142984968,ko:K09228
gene-LOC142984972,ko:K08466
gene-LOC142984974,ko:K19179
gene-LOC142984975,ko:K10577
gene-LOC142984976,ko:K01126
gene-LOC142984976,ko:K19179
gene-LOC142984977,ko:K00699
gene-LOC142984977,ko:K06515
gene-LOC142984978,ko:K11253
gene-LOC142984978,ko:K11275
gene-LOC142984979,ko:K11251
gene-LOC142984980,ko:K11252
gene-LOC142984980,ko:K11275
gene-LOC142984981,ko:K11253
gene-LOC142984981,ko:K11275
gene-LOC142984982,ko:K11253
gene-LOC142984982,ko:K11254
gene-LOC142984983,ko:K11251
gene-LOC142984984,ko:K11252
gene-LOC142984984,ko:K11275
gene-LOC142984985,ko:K11253
gene-LOC142984985,ko:K11275
gene-LOC142984986,ko:K11253
gene-LOC142984986,ko:K11254
gene-LOC142984987,ko:K11251
gene-LOC142984988,ko:K11252
gene-LOC142984988,ko:K11275
gene-LOC142984989,ko:K11253
gene-LOC142984989,ko:K11275
gene-LOC142984991,ko:K11253
gene-LOC142984991,ko:K11254
gene-LOC142984992,ko:K11251
gene-LOC142984993,ko:K11252
gene-LOC142984993,ko:K11275
gene-LOC142984994,ko:K11253
gene-LOC142984994,ko:K11275
gene-LOC142984995,ko:K11253
gene-LOC142984995,ko:K11254
gene-LOC142984999,ko:K09228
gene-LOC142985002,ko:K06709
gene-LOC142985003,ko:K00507
gene-LOC142985003,ko:K15331
gene-LOC142985004,ko:K11797
gene-LOC142985004,ko:K11798
gene-LOC142985005,ko:K03992
gene-LOC142985005,ko:K19904
gene-LOC142985005,ko:K20674
gene-LOC142985006,ko:K00658
gene-LOC142985007,ko:K15278
gene-LOC142985010,ko:K09641
gene-LOC142985012,ko:K00507
gene-LOC142985012,ko:K15331
gene-LOC142985013,ko:K16302
gene-LOC142985014,ko:K15102
gene-LOC142985018,ko:K11253
gene-LOC142985018,ko:K11275
gene-LOC142985019,ko:K11253
gene-LOC142985019,ko:K11275
gene-LOC142985020,ko:K11253
gene-LOC142985020,ko:K11275
gene-LOC142985021,ko:K11253
gene-LOC142985021,ko:K11275
gene-LOC142985022,ko:K11253
gene-LOC142985022,ko:K11275
gene-LOC142985023,ko:K11253
gene-LOC142985023,ko:K11275
gene-LOC142985024,ko:K11253
gene-LOC142985024,ko:K11275
gene-LOC142985025,ko:K11253
gene-LOC142985025,ko:K11275
gene-LOC142985026,ko:K11253
gene-LOC142985026,ko:K11275
gene-LOC142985027,ko:K11253
gene-LOC142985027,ko:K11275
gene-LOC142985028,ko:K11253
gene-LOC142985028,ko:K11275
gene-LOC142985029,ko:K11253
gene-LOC142985029,ko:K11275
gene-LOC142985030,ko:K11253
gene-LOC142985030,ko:K11275
gene-LOC142985031,ko:K11251
gene-LOC142985032,ko:K11251
gene-LOC142985033,ko:K11251
gene-LOC142985034,ko:K11252
gene-LOC142985034,ko:K11275
gene-LOC142985035,ko:K11252
gene-LOC142985035,ko:K11275
gene-LOC142985036,ko:K11252
gene-LOC142985036,ko:K11275
gene-LOC142985037,ko:K11251
gene-LOC142985038,ko:K11251
gene-LOC142985039,ko:K11251
gene-LOC142985040,ko:K11252
gene-LOC142985040,ko:K11275
gene-LOC142985041,ko:K11252
gene-LOC142985041,ko:K11275
gene-LOC142985042,ko:K11252
gene-LOC142985042,ko:K11275
gene-LOC142985043,ko:K11253
gene-LOC142985043,ko:K11254
gene-LOC142985044,ko:K11253
gene-LOC142985044,ko:K11254
gene-LOC142985045,ko:K11253
gene-LOC142985045,ko:K11254
gene-LOC142985046,ko:K11253
gene-LOC142985046,ko:K11254
gene-LOC142985047,ko:K11253
gene-LOC142985047,ko:K11254
gene-LOC142985048,ko:K11253
gene-LOC142985048,ko:K11254
gene-LOC142985049,ko:K11253
gene-LOC142985049,ko:K11254
gene-LOC142985050,ko:K11253
gene-LOC142985050,ko:K11254
gene-LOC142985054,ko:K11253
gene-LOC142985054,ko:K11275
gene-LOC142985055,ko:K11253
gene-LOC142985055,ko:K11275
gene-LOC142985056,ko:K11251
gene-LOC142985057,ko:K11252
gene-LOC142985057,ko:K11275
gene-LOC142985058,ko:K11253
gene-LOC142985058,ko:K11254
gene-LOC142985061,ko:K08655
gene-LOC142985061,ko:K08656
gene-LOC142985062,ko:K00699
gene-LOC142985064,ko:K11253
gene-LOC142985064,ko:K11275
gene-LOC142985065,ko:K11253
gene-LOC142985065,ko:K11275
gene-LOC142985066,ko:K11251
gene-LOC142985067,ko:K11252
gene-LOC142985067,ko:K11275
gene-LOC142985068,ko:K11253
gene-LOC142985068,ko:K11254
gene-LOC142985069,ko:K09228
gene-LOC142985073,ko:K04135
gene-LOC142985073,ko:K04136
gene-LOC142985073,ko:K04137
gene-LOC142985073,ko:K04153
gene-LOC142985075,ko:K15053
gene-LOC142985076,ko:K09228
gene-LOC142985078,ko:K09228
gene-LOC142985081,ko:K14411
gene-LOC142985086,ko:K16302
gene-LOC142985089,ko:K11251
gene-LOC142985094,ko:K14825
gene-LOC142985104,ko:K03113
gene-LOC142985104,ko:K12367
gene-LOC142985104,ko:K17439
gene-LOC142985106,ko:K01362
gene-LOC142985106,ko:K20111
gene-LOC142985107,ko:K11253
gene-LOC142985107,ko:K11275
gene-LOC142985108,ko:K09228
gene-LOC142985111,ko:K08059
gene-LOC142985114,ko:K12824
gene-LOC142985120,ko:K13915
gene-LOC142985124,ko:K05166
gene-LOC142985126,ko:K11253
gene-LOC142985126,ko:K11275
gene-LOC142985127,ko:K13089
gene-LOC142985132,ko:K09641
gene-LOC142985133,ko:K08155
gene-LOC142985134,ko:K12174
gene-LOC142985138,ko:K09228
gene-LOC142985139,ko:K02133
gene-LOC142985140,ko:K09228
gene-LOC142985141,ko:K03662
gene-LOC142985143,ko:K09057
gene-LOC142985145,ko:K01262
gene-LOC142985150,ko:K06550
gene-LOC142985150,ko:K06756
gene-LOC142985150,ko:K06757
gene-LOC142985150,ko:K06758
gene-LOC142985150,ko:K06760
gene-LOC142985154,ko:K00002
gene-LOC142985154,ko:K00011
gene-LOC142985155,ko:K00764
gene-LOC142985166,ko:K00002
gene-LOC142985166,ko:K00011
gene-LOC142985168,ko:K00699
gene-LOC142985168,ko:K04628
gene-LOC142985169,ko:K09228
gene-LOC142985170,ko:K11253
gene-LOC142985170,ko:K11275
gene-LOC142985171,ko:K11251
gene-LOC142985172,ko:K11252
gene-LOC142985172,ko:K11275
gene-LOC142985173,ko:K01823
gene-LOC142985173,ko:K03134
gene-LOC142985176,ko:K12846
gene-LOC142985182,ko:K00002
gene-LOC142985182,ko:K00011
gene-LOC142985191,ko:K09228
gene-LOC142985193,ko:K06867
gene-LOC142985200,ko:K03850
gene-LOC142985203,ko:K01126
gene-LOC142985203,ko:K19179
gene-LOC142985205,ko:K09228
gene-LOC142985206,ko:K00699
gene-LOC142985206,ko:K04628
gene-LOC142985213,ko:K18177
gene-LOC142985216,ko:K06124
gene-LOC142985216,ko:K13248
gene-LOC142985221,ko:K05201
gene-LOC142985221,ko:K05202
gene-LOC142985221,ko:K05313
gene-LOC142985223,ko:K11253
gene-LOC142985223,ko:K11275
gene-LOC142985224,ko:K11253
gene-LOC142985224,ko:K11254
gene-LOC142985230,ko:K11253
gene-LOC142985230,ko:K11275
gene-LOC142985231,ko:K11252
gene-LOC142985231,ko:K11275
gene-LOC142985234,ko:K04257
gene-LOC142985234,ko:K10683
gene-LOC142985236,ko:K13171
gene-LOC142985244,ko:K09228
gene-LOC142985251,ko:K09228
gene-LOC142985252,ko:K10523
gene-LOC142985256,ko:K09640
gene-LOC142985257,ko:K03115
gene-LOC142985263,ko:K05313
gene-LOC142985268,ko:K14409
gene-LOC142985275,ko:K09228
gene-LOC142985276,ko:K10683
gene-LOC142985278,ko:K10840
gene-LOC142985278,ko:K16465
gene-LOC142985282,ko:K10523
gene-LOC142985286,ko:K14025
gene-LOC142985287,ko:K03115
gene-LOC142985293,ko:K02153
gene-LOC142985294,ko:K00814
gene-LOC142985306,ko:K09228
gene-LOC142985315,ko:K11253
gene-LOC142985315,ko:K11275
gene-LOC142985322,ko:K00666
gene-LOC142985322,ko:K01897
gene-LOC142985328,ko:K01265
gene-LOC142985328,ko:K17921
gene-LOC142985333,ko:K05860
gene-LOC142985342,ko:K12850
gene-LOC142985344,ko:K10143
gene-LOC142985346,ko:K10093
gene-LOC142985359,ko:K11253
gene-LOC142985359,ko:K11275
gene-LOC142985360,ko:K11253
gene-LOC142985360,ko:K11275
gene-LOC142985361,ko:K16865
gene-LOC142985376,ko:K06721
gene-LOC142985376,ko:K10057
gene-LOC142985376,ko:K10058
gene-LOC142985376,ko:K10059
gene-LOC142985376,ko:K10060
gene-LOC142985376,ko:K17513
gene-LOC142985376,ko:K17514
gene-LOC142985382,ko:K17080
gene-LOC142985388,ko:K09228
gene-LOC142985389,ko:K09640
gene-LOC142985390,ko:K20796
gene-LOC142985391,ko:K09228
gene-LOC142985391,ko:K20796
gene-LOC142985394,ko:K22203
gene-LOC142985396,ko:K10479
gene-LOC142985398,ko:K20364
gene-LOC142985401,ko:K01681
gene-LOC142985401,ko:K22416
gene-LOC142985403,ko:K13201
gene-LOC142985403,ko:K19041
gene-LOC142985404,ko:K09228
gene-LOC142985406,ko:K01262
gene-LOC142985416,ko:K18809
gene-LOC142985420,ko:K09431
gene-LOC142985420,ko:K15592
gene-LOC142985420,ko:K15593
gene-LOC142985425,ko:K10479
gene-LOC142985427,ko:K17254
gene-LOC142985428,ko:K07375
gene-LOC142985433,ko:K12311
gene-LOC142985436,ko:K18415
gene-LOC142985437,ko:K09041
gene-LOC142985439,ko:K07375
gene-LOC142985442,ko:K00939
gene-LOC142985448,ko:K09572
gene-LOC142985452,ko:K09490
gene-LOC142985453,ko:K03979
gene-LOC142985456,ko:K05768
gene-LOC142985456,ko:K06564
gene-LOC142985456,ko:K08017
gene-LOC142985460,ko:K01262
gene-LOC142985461,ko:K01930
gene-LOC142985463,ko:K09228
gene-LOC142985465,ko:K12623
gene-LOC142985467,ko:K03005
gene-LOC142985469,ko:K01306
gene-LOC142985469,ko:K11141
gene-LOC142985473,ko:K01050
gene-LOC142985483,ko:K13124
gene-LOC142985486,ko:K14319
gene-LOC142985488,ko:K01044
gene-LOC142985488,ko:K01049
gene-LOC142985488,ko:K01050
gene-LOC142985488,ko:K03927
gene-LOC142985488,ko:K15743
gene-LOC142985490,ko:K09640
gene-LOC142985491,ko:K09640
gene-LOC142985492,ko:K10887
gene-LOC142985496,ko:K09228
gene-LOC142985497,ko:K20827
gene-LOC142985502,ko:K03283
gene-LOC142985521,ko:K14771
gene-LOC142985526,ko:K10745
gene-LOC142985527,ko:K06990
gene-LOC142985528,ko:K15121
gene-LOC142985529,ko:K12852
gene-LOC142985537,ko:K00599
gene-LOC142985541,ko:K05768
gene-LOC142985541,ko:K06564
gene-LOC142985541,ko:K08017
gene-LOC142985543,ko:K18809
gene-LOC142985550,ko:K07912
gene-LOC142985556,ko:K09228
gene-LOC142985558,ko:K15691
gene-LOC142985559,ko:K01255
gene-LOC142985567,ko:K22371
gene-LOC142985581,ko:K01262
gene-LOC142985589,ko:K18327
gene-LOC142985590,ko:K12259
gene-LOC142985598,ko:K02183
gene-LOC142985600,ko:K03875
gene-LOC142985602,ko:K09228
gene-LOC142985603,ko:K10887
gene-LOC142985604,ko:K11321
gene-LOC142985606,ko:K19404
gene-LOC142985614,ko:K18408
gene-LOC142985615,ko:K01044
gene-LOC142985615,ko:K01049
gene-LOC142985615,ko:K01050
gene-LOC142985615,ko:K03927
gene-LOC142985615,ko:K15743
gene-LOC142985619,ko:K20752
gene-LOC142985620,ko:K20752
gene-LOC142985626,ko:K22402
gene-LOC142985631,ko:K17576
gene-LOC142985641,ko:K10411
gene-LOC142985647,ko:K22402
gene-LOC142985649,ko:K05768
gene-LOC142985649,ko:K06564
gene-LOC142985649,ko:K08017
gene-LOC142985661,ko:K07191
gene-LOC142985661,ko:K07299
gene-LOC142985661,ko:K07593
gene-LOC142985661,ko:K08142
gene-LOC142985736,ko:K18415
gene-LOC142985757,ko:K14560
gene-LOC142985762,ko:K09228
gene-LOC142985780,ko:K09228
gene-LOC142985788,ko:K14999
gene-LOC142985811,ko:K09228
gene-LOC142985835,ko:K14819
gene-LOC142985873,ko:K01104
gene-LOC142985873,ko:K05693
gene-LOC142985873,ko:K18032
gene-LOC142985873,ko:K20164
gene-LOC142985878,ko:K11723
gene-LOC142985878,ko:K22184
gene-LOC142985900,ko:K00799
gene-LOC142985900,ko:K04097
gene-LOC142985914,ko:K04494
gene-LOC142985914,ko:K14437
